legalentityidentifier;obligorname
5Q3U0WRKWZZGRMPYFT08;National Grid North America Inc.
8R95QZMKZLJX5Q2XR704;National Grid PLC
MOM4570XTJ5YYX7JKH83;National Grid USA
549300DTVRGN9GYD5U85;New England Power Co.
3T97Y9RR5EN5Y18QHB56;Niagara Mohawk Power Corp.
9NHEHR1SOZCYXDO8HO28;DENTSPLY SIRONA Inc.
5493003YS11LO8YYTJ56;Indiana Gas Co. Inc.
549300DSU5XJN9OS5G32;Southern Indiana Gas & Electric Co.
549300U1YJ7NLDDENN80;Vectren Corporation
549300HR3FCQ576PYG34;Vectren Utility Holdings Inc.
GYVOE5EZ4GDAVTU4CQ61;Analog Devices Inc.
969500KMUQ2B6CBAF162;Danone
549300UGKOFV2IWJJG27;TC Energy Corporation
5BV01I6231JPDAPMGH09;TransCanada PipeLines Ltd.
213800ZVIELEA55JMJ32;Diageo PLC
YDHER8SKF7V7YW8KZB55;Ontario Power Generation Inc.
VZFZPMWDHTQCFKYOBP05;Consolidated Edison Co. of New York Inc.
54930033SBW53OO8T749;Consolidated Edison Inc.
26RM8T263FMD21834H79;Orange and Rockland Utilities Inc.
549300NEXTSZ9YJIQU82;Rockland Electric Co.
35380065QWQ4U2V3PA33;NIPPON STEEL CORPORATION
72ZZ1XRHOOU9P9X16K08;Apache Corp.
2549009FXMW0NEPWK607;Hutchison Wha Ltd.
5493008XVFHYYV0YHN70;Powercor Australia, LLC
529900S5R9YHJHYKKG94;CEZ a.s.
2549009LDZ8P9BR6OS87;Dexus Office Trust Australia
RI37BMPWE56BCJ747E14;Dun & Bradstreet Corp. (The)
CQ7WZ4NOFWT7FAE6Q943;Fluor Corp.
988400IES4EIG7O06940;LG Chem, Ltd.
254900XBG17MF5UNCY48;ETSA Utilities Finance Pty Ltd.
HHWAT5TDOYZMM26KKQ73;Snap-on Inc.
DUUQRHMZJHDHMTO33218;Cellco Partnership (d/b/a Verizon Wireless)
2S72QS2UO2OESLG6Y829;Verizon Communications Inc.
549300AI1MM5VBF43K58;Scripps Networks Interactive Inc.
549300MQYQ9Y065XPR71;Fortis Inc.
5QK37QC7NWOJ8D7WVQ45;Iberdrola S.A.
5493008OMPK1ISVMM363;Scottish Power Energy Management Ltd.
213800L4XO9MF5WVMO39;Scottish Power Energy Retail Ltd.
21380085VKJ5NICZBA52;Scottish Power Ltd.
213800Z8E41VG2MEKQ11;Scottish Power U.K. PLC
213800V3K259FGE7VX47;SP Distribution PLC
2138009ZFBGRSP57KS35;SP Manweb PLC
21380066GRV5QOWJZC71;SP Transmission Plc.
213800AO46DEHYP2FR23;VPI Power Ltd.
549300R3N69ECGYPU434;Sika AG
549300OF70FSEUQBT254;Boston Properties Inc.
BVHHEFJI6SHNOKQT2572;Boston Properties LP
30030004CM3GSZXX7O56;Hon Hai Precision Industry Co. Ltd.
549300EEJH4FEPDBBR25;Telefonica S.A.
549300JGHL56QT00KT54;Kimberly-Clark de Mexico S.A.B. de C.V.
549300AO4NFQPL3JBB37;Australia Pacific Airports (Melbourne) Pty Ltd.
F58I6BK23LKYT8F1SB71;Ocean Spray Cranberries Inc.
254900BJJ12X7PJT5072;SGSP (Australia) Assets Pty Ltd.
5493003DTPH8AMMK4P51;Noble Corporation
S0HSY8RPCOXGPEMLDB60;AusNet Electricity Services Pty Ltd.
TTMIG9TE1S0X3ZPDHD61;AusNet Services Holdings Pty Ltd.
529900PPFC4A1KRQ2S64;AusNet Services Ltd.
MWIUSDMN17TCR56VW396;Duke Energy Carolinas LLC
I1BZKREC126H0VB1BL91;Duke Energy Corp.
6URPHM2EAWGJ2C6ISB97;Duke Energy Indiana Inc.
8DFCA0P2BKMHOESX4E68;Duke Energy Kentucky Inc.
L6KC0HABGHNFU1Z6QY21;Duke Energy Ohio Inc.
DPRBOZP0K5RM2YE8UU08;Lockheed Martin Corp.
549300BJRHJVYNUMQZ30;Wisconsin Public Service Corp.
0NZWDMRCE180888QQE14;Eaton Corp.
AI8GXW8LG5WK7E9UD086;AmerisourceBergen Corp.
378900B07CD6F01EA796;Transnet SOC Ltd.
W9NG6WMZIYEU8VEDOG48;Orsted A/S
549300IUTGTP6EJP8124;Leidos Holdings, Inc.
5493006I78VIN6J1BQ95;Leidos, Inc.
549300S3IZB5P35KNV16;Nordstrom Inc.
724500LTUWK3JQG63903;TenneT Holding B.V.
549300JQQA6MQ4OJP259;McCormick & Co. Inc.
ILUL7B6Z54MRYCF6H308;Dominion Energy, Inc.
CQKUMNNZVDJLRYV2PT43;Virginia Electric & Power Co.
5493003L32ZX9557ST85;Wesfarmers Ltd.
XWTZDRYZPBUHIQBKDB46;EOG Resources Inc.
254900H0UGFCQY30PH44;Christchurch International Airport Ltd.
549300TOZZAZEYKSZA49;Pivotal Utility Holdings
549300ZW53G2TUFW5T39;Southern Company Gas
AENKIFMULUAWOUU8Q584;Wisconsin Electric Power Co.
549300Z40J86GGSTL398;AT&T Inc.
549300ULXG2SD13I2S89;Enbridge Gas Distribution Inc.
98TPTUM4IVMFCZBCUR27;Enbridge Inc.
549300I7CU6YE54FMU33;Enbridge Pipelines Inc.
3157004ICDH3MRKW7534;O2 Czech Republic a.s.
5493008KEVFYPMGTXO33;Coca-Cola Femsa, S.A.B. de C.V.
UMI46YPGBLUE4VGNNT48;NextEra Energy Capital Holdings, Inc.
549300WZWOM80UCFSF54;McKesson Corp.
529900JSFZ4TS59HKD79;EnBW Energie Baden-Wuerttemberg AG
549300MMVL80RTBP3O28;Solvay S.A.
549300YECS8HKCIMMB67;Assa Abloy AB
549300OX0Q38NLSKPB49;AVANGRID, Inc.
I7NO6FZO5GUCG585T325;Kirby Corp.
2138009YX5W5DK2G3106;Vodafone Americas Inc.
213800TB53ELEUKM7Q61;Vodafone Group PLC
213800AU61ZBFKE8SW16;Vodafone Holding GmbH
969500A1YF1XUYYXS284;Schneider Electric S.E.
549300J4U55H3WP1XT59;Bayer AG
54930050NR9YMICYZM28;Bayer Corp.
1ELKY8G44MKGCQWG6864;Dayton Power & Light Co.
549300XQ6S1GYKGBL205;Johnson Controls International Public Limited Company
3T0IJ5FZFENH4BUK1P17;Tyco International Finance S.A.
529900896ODARUEY2V26;Beijing Enterprises Holdings Limited
529900TH4OAW7WYG1777;Statkraft AS
5299006LO74A8XKRK989;Statkraft Energi AS
5967007LIEEXZXGK9K77;Statkraft SF
2P2YLDVPES3BXQ1FRB91;Zimmer Biomet Holdings, Inc.
529900DU2YW1NO5RMU78;Advanced Info Service Public Co. Ltd.
988400SAX0Q74FRA9981;E-MART Inc.
549300BAFGM4RC74ZJ94;Teva Pharmaceutical Industries Ltd.
54930026IM64X3OMSG59;QIC Town Centre Fund
254900SNFPTSDGGVEK77;Telekom Malaysia Berhad
261700Y3D3HS19DX3O19;Investa Commercial Property Fund
353800YEPK9PD7QO3449;Sharp Corp.
54930081UO4XWCEVU407;Sharp Electronics Corp.
213800AUWICF8C8Z8Q68;Sharp International Finance (U.K.) PLC
549300U02ZVT5SS1W359;Sony Capital Corp.
AJOW550HA7E8YNKF5D89;Sony Global Treasury Services PLC
529900R5WX9N2OI2N910;Sony Group Corporation
549300S1MP1NFDIKT460;Elia Group SA/NV
254900MG3CVG2UDUK237;EnerCare Inc.
2549001KZ6C4TYXIJW27;EnerCare Solutions Inc.
0O4KBQCJZX82UKGCBV73;Barrick Gold Corp.
5493000FNR3UCEAONM59;America Movil S.A.B. de C.V.
JOR7RJTXUXBRJ4UA5G70;Coca-Cola Amatil Ltd.
WOCMU6HCI0OJWNPRZS33;Enel SpA
QKQ43I6KFB8KSER22F66;Potash Corp. of Saskatchewan Inc.
549300QFJUB3UGEBUI68;Telefonos de Mexico S.A. de C.V.
529900L7W7BWDLVZL253;Far EasTone Telecommunications Co. Ltd.
3538000246DHJLRTUZ24;Fujitsu Ltd.
254900B5ACVOJC6VNM71;Li & Fung Ltd.
529900011V8VJ3BUKR64;Essent N.V.
529900GB7KCA94ACC940;RWE AG
549300IGLYTZUK3PVP70;WEC Energy Group Inc.
CCU46N3GJMF4OK4N7U60;Cardinal Health Inc.
KFFV4ZWM9DJH1ND3BD89;Broadcom Corporation
529900JGEOQMCDYOK785;GELSENWASSER AG
529900KKY5IMBX35M241;Wasser und Gas Westfalen GmbH
549300LHK07F2CHV4X31;Endesa S.A.
549300D7N93SC2UZ5R10;TransCanada PipeLine USA Ltd.
254900I8KYDELP4B4Z08;Eletrobras - Centrais Eletricas Brasileiras S.A.
PRAQ4VOSFIK7OQ8Z2512;Vale Canada Limited
254900SMTWBX7RU2SR20;Vale S.A.
635400RKRK5EGXSPC782;Experian Finance PLC
52990018UPG26YRFSM46;MAN SE
549300IY9AYN7EIYKB09;North Shore Gas Co.
549300VH4MUMYIT6HH52;Peoples Gas Light & Coke Co. (The)
969500TJLHIZLFRWEQ48;Legrand France
969500XXRPGD7HCAFA90;Legrand S.A.
969500FO141C5967KC72;Roquette Freres
213800OU3FQKGM4M2U23;Enagas S.A.
5493009HMD0C90GUV498;Red Electrica Corporacion S.A.
54930070W8XSY31XK130;Red Electrica de Espana S.A.U.
5299001L12PHYVQ92465;Swire Properties Limited
8156002278562044AF79;SNAM SpA
213800VIN4XHLVFIOE10;Enagas Transporte S.A.U.
213800FKA5MF17RJKT63;British American Tobacco PLC
CKDHZ2X64EEBQCSP7013;FMC Corp.
529900J4X53VL8QQW675;China Oilfield Services Limited
5493009ML300G373MZ12;Alliant Energy Corp.
JZGA4Z7N0BQVZ44QVC53;Alliant Energy Resources LLC
EF9UQIIO4KY2BWOK3P26;Interstate Power & Light Co
549300T2R1ZBGV1UVE31;Comcast Cable Communications LLC
51M0QTTNCGUN7KFCFZ59;Comcast Corp.
529900AGED6PJE9AVL37;Vier Gas Transport GmbH
529900AJTHH582JP6S77;Rikshem AB
OQQR1IQTGBKH0UR88X59;Southwest Gas Corp.
W8J5WZB5IY3K0NDQT671;Biogen Inc.
549300LI6XZ51GOCJ427;Federal Realty Investment Trust
549300S8SEQBOJLKHW63;CenterPoint Energy Houston Electric LLC
21TPXMRRHFKOBHDC8J74;CenterPoint Energy Inc.
2JADVB0458J06WCD4N56;CenterPoint Energy Resources Corp
3003008XPPXMY0STYT17;China Railway Construction Corporation Limited
CE5OG6JPOZMDSA0LAQ19;OGE Energy Corp.
549300VJ8YXGPO8EV472;Oklahoma Gas & Electric Co.
549300UCKT2UK88AG251;Alfa Laval AB
549300ENZFLPGRDFZQ60;Ross Stores Inc.
213800HJEL849BOI4T85;Rolls-Royce & Partners Finance Ltd.
2138004OCOD4YKJL7235;BWP Trust
ZDNAWZWXIKMWI51R2A08;Harley-Davidson Inc.
213800EYTFDGYBUK3S96;COFCO (Hong Kong) Limited
2549005Q343BSJ8RSS21;China Mengniu Dairy Company Limited
300300PYAP4PEHORZT21;Baoshan Iron & Steel Co. Ltd.
254900TW8HL8FJH0IW06;Bao-Trans Enterprises Limited
YG6VT0TPHRH4TFVAQV64;Arizona Public Service Co.
TWSEY0NEDUDCKS27AH81;Pinnacle West Capital Corp.
95RWVLFZX6VGDZNNTN43;Magna International Inc.
549300HTO5U9D3SLE207;ITC Holdings Corp.
549300YLUSNZSYWUWS21;Autoliv ASP, Inc.
A23RUXWKASG834LTMK28;Autoliv Inc.
54930081LPJMUMEA6E57;Transurban Finance Co. Pty Ltd.
549300YX8JIID70NFS41;Waste Management Inc.
335800TYLGG93MM7PR89;Infosys Ltd.
335800IFS1IJHESG8362;Wipro Ltd.
6EY4K7ZMF9UX1CU6KC79;Xilinx Inc.
549300X2937PB0CJ7I56;Corning Inc.
25490036Z1WQKYIAQM21;Hongkong Electric Co. Ltd.
254900ZFMQ2KI2067818;Hongkong Electric Finance Ltd.
549300WSZGQGJQXRFU84;Sodexo Inc.
969500LCBOG12HXPYM84;Sodexo S.A.
549300FW5JDRV1IJ0M67;Svenska Cellulosa Aktiebolaget SCA
549300BKPEP01R3V6C59;PPG Industries Inc.
894500ZRIX9K13RHXR17;TE Connectivity Ltd.
213800U12KWYZEECZ934;Autoroutes du Sud de la France S.A.
213800CP8292W9E8LJ69;Cofiroute
213800WFQ334R8UXUG83;VINCI S.A.
969500PB4U31KEFHZ621;Klepierre S.A.
3003002K4GPQ4S2HCV09;Sinochem Hong Kong (Group) Co. Ltd.
549300OUDQW3C16XVT44;Telia Forsakring AB
5493005HOI69F135P749;TQM Pipeline & Company Limited Partnership
5493009JL1VUDSW1TR68;Trans Quebec & Maritimes Pipeline Inc
529900ZBUWWUV7BKGX39;Bed Bath & Beyond Inc.
Y4DQT2X5DDRE70QFR206;SABMiller PLC
3003000OW2E3NMDVC816;Power Construction Corporation of China
5493006N1HMMKB2HAT92;CapitaLand Commercial Trust
549300VXTKJFFMHQM294;Spire Alabama Inc.
529900WS2E20BA5J4L49;Edison SpA
549300679TRDUXPT7415;EPCOR Utilities Inc.
549300W70ZOQDVLCHY06;Suncor Energy Inc.
549300ZMAAKJQKWNSF23;Willhem AB (publ)
549300UNTCLR21YKLL62;Corio N.V.
988400HJA9E0ZVDHRS65;Hyundai Mobis Company Limited
9884004RQX8PRBXQ8S60;Hyundai Motor Co.
988400V8MJK9N7OI5X76;Kia Corporation
254900H06V5RMEB3KE72;BOC Aviation Ltd.
549300VOTS5OZ82UTG69;Hemso Fastighets AB
7MOHLM3DKE63RX2ZCN83;Duke Energy Florida, LLC
0NIFZ782LS46WOC9QK20;Duke Energy Progress, LLC
549300FBMTW0JYWMNB26;Progress Energy Inc.
K9G90K85RBWD2LAGQX17;AvalonBay Communities, Inc.
5493008RACSH5EP3PI59;Equity Residential
DX5HQV5MLU50FEWZ5072;ERP Operating L.P.
300300RRBXAZRYJGIN14;China General Nuclear Power Corporation
5299008UYLF3O6V9T464;China Longyuan Power Group Corporation Limited
AGX0G2MXE54NFNNICD28;Kentucky Utilities Co.
KO3GRIB3RPH1XDX50U72;Louisville Gas & Electric Co.
9N3UAJSNOUXFKQLF3V18;PPL Corp.
549300GCZLSGYEYPIR35;PPL Electric Utilities Corp.
549300KXFU5Q7NZE9L79;Western Power Distribution (East Midlands) PLC
549300RHOCSNK1FZ4116;Western Power Distribution (South Wales) PLC
549300UY9FEOG85HFK93;Western Power Distribution (South West) PLC
549300L22M2RCLXON143;Western Power Distribution (West Midlands) PLC
549300HFCD0G1TPU4N09;Western Power Distribution PLC
635400UFHDIQCDZ6JK11;Electricity Supply Board
549300A8MDWDJNMLV153;Fomento Economico Mexicano, S. A. B. de C. V.
529900QE24Q67I3FWZ10;Deutsche Wohnen SE
3003004U5GJMWSZMS292;Tianjin Binhai New Area Construction & Investment Group Co. Ltd.
549300J4ZRR1SZF4ES33;Integrys Holding Inc
315700FA4G1UK2XEQF20;Zapadoslovenska energetika a.s.
353800TJ98PCAZROVE69;Mitsubishi Heavy Industries, Ltd.
5299006PUX29DFJ1DE03;HK Electric Investments Limited
2549006I3Q3M98KHOT11;CITIC Limited
988400JTBDVK7K17FX69;SK Broadband Co., Ltd.
3003003TRPHLHZD2IF61;Midea Group Co. Ltd.
549300GXFVX0SC256V06;Green Mountain Power Corp.
3003000T24CMHQ382Y71;Hangzhou Hikvision Digital Technology Co. Ltd.
549300FY4AHH1LWRW676;Compagnie Financiere Michelin SAS
549300SOSI58J6VIW052;Compagnie Generale des Etablissements Michelin S.C.A.
213800ZCTFZZZJSK8645;Saudi Basic Industries Corp.
549300FXO4ZXUIAXGP41;Saudi Electric Co.
XSGZFLO9YTNO9VCQV219;Altria Group Inc.
549300GEC6J0YHUXA160;New York State Electric & Gas Corp.
549300DD8M80WFTQO509;Rochester Gas & Electric Corp.
300300NDCOB7NF741D08;Tianjin Rail Transit Group Co. Ltd.
T9G0YDC6WFXHBPA02M60;Airgas Inc.
300300SND6UHYH3FTT93;Tianjin Infrastructure Construction & Investment Group Co. Ltd.
254900YISQHUZHEC9B94;Victoria Power Networks (Finance) Pty Ltd.
549300MROK5WY0D2NU17;PPL Capital Funding Inc.
549300SRP1TQM9JJBG80;Columbia Pipeline Group, Inc.
549300ODEK8HY3445C77;Aviation Capital Group LLC
E8CD46SWUD2TSN8PA636;Southern Company Gas Capital Corp.
54930044KVSC06Z79I06;Clorox Co.
549300MRSYH4MDFT9X96;Berkshire Gas Company (The)
5493004YEHAF1WJ41765;Connecticut Natural Gas Corp.
549300DR2BBMED26OU25;Southern Connecticut Gas Co.
549300B4YGCZQQ06TA03;United Illuminating Co. (The)
549300KCZ04E6ZUCZ288;Cadent Gas Ltd.
549300UU8WEFIA03J487;DreamWorks Animation SKG, Inc.
529900FNDVTQJOVVPZ19;Thales S.A.
F1OF2ZSX47CR0BCWA982;Carnival Corp.
724500XYIJUGXAA5QD70;Akzo Nobel N.V.
549300VDIGTMXUNT7H71;Eaton Corp plc
9695002SV2VP9CU42826;APRR S.A.
300300PRSKD1SREA6768;State Power Investment Corporation Limited
529900DFH19P073LZ636;Prologis Inc.
GL16H1DHB0QSHP25F723;Prologis L.P.
549300Y3HHZB1ZGFPJ93;AB Electrolux
5493001L78U618KXNZ75;AEP Texas Inc.
549300X123Z1I0LA3Y84;AEP Transmission Company, LLC
1B4S6S7G0TW5EE83BO58;American Electric Power Co. Inc.
3SCHO1ABYYIG382BEI70;Appalachian Power Co.
JHR9V15J0ZRG02MIRD06;Indiana Michigan Power Co.
JHOZYZ5WPEXWR477VH72;Kentucky Power Co.
06ZODLC132CY1O2Y7D77;Ohio Power Co.
F3TJNSIZRGXRH8GEIK79;Public Service Co. of Oklahoma
R64UBJHEC74EB3HGQ410;Southwestern Electric Power Co.
549300YB9OSQEF7OYJ23;Wheeling Power Company
549300ZLMVP4X0OGR454;Takeda Pharmaceutical Company Limited
IE216Y76PFFTNL0P2132;Union Gas Ltd.
5493003JFSMOJG48V108;Reckitt Benckiser Group PLC
5493008LGS6KH5PN7Y14;Reckitt Benckiser Ltd.
549300B9SB9UYWBNKK81;RCS Trust
VI90HBPH7XSFMB9E4M29;Intuit Inc.
YLF139GXSRKPBBTNZL03;Tucson Electric Power Co.
300300BIFNCJ1X22Q942;Beijing Gas Group Co. Ltd.
549300CLFIA7IY3DU273;Komatsu Mining Corp.
529900R5U9446JSOO334;Vygruppen AS
1HNPXZSMMB7HMBMVBS46;Pacific Gas and Electric Co.
8YQ2GSDWYZXO2EDN3511;PG&E Corp.
969500BH61SHYYBTJQ29;Coentreprise de Transport d'Electricite
213800RQ5FMB2GQ69174;United Utilities Water Ltd
5967007LIEEXZXJNDK21;Steen & Strom AS
529900ECSECK5ZDQTE14;CSL Ltd.
549300XU3XH6F05YEQ93;Baker Hughes Holdings LLC
54930028EZKBY3VF2528;United Energy Distribution Pty Ltd.
635400TJZ4L1CJ7HWB49;Sodexo Finance DAC
549300GTHDKIZL3XIO17;Rafael Advanced Defense Systems Ltd.
300300ZOBEZHEZQTRS74;China Huadian Corporation LTD.
J75GNWGEO73W89ZV3S44;Evergy Kansas Central, Inc
COSLT31YNZB2QZPP3422;Evergy Kansas South Inc
EZIFUDC0VSUS6T6LCG85;Evergy Missouri West, Inc
5493001U44U18AGEVX50;Great Plains Energy Inc.
529900A0E1J5JSOKEK83;China Resources Gas Group Limited
FXM8FAOHMYDIPD38UZ17;Booking Holdings Inc.
549300PGTHDQY6PSUI61;Evergy, Inc.
549300MI5D1784PRQH06;Prologis Euro Finance LLC
549300CUWDAUZSH43859;Realty Income Corp.
549300SBP7IYSA8AVW44;DCT Industrial Operating Partnership LP
549300IZSGGL1OFWMO55;DCT Industrial Trust Inc.
5493000T2SX5D8WRJG02;Prologis Yen Finance LLC
549300MGDWB06O797V30;Eni International B.V.
213800SVRMQA1TD91D41;Givaudan SA
529900E8LS83XV4W6889;Hutchison Port Holdings Trust
213800FSBEPXHNIOUB98;Australian Gas Networks Ltd.
213800U5R8Q5KGM2KU56;Eastern Power Networks PLC
213800JDI3GTKPG4XI38;London Power Networks PLC
213800H7NWVLCWAVKA15;South Eastern Power Networks PLC
254900OJX8UZOAIVSU82;Formosa Chemicals & Fibre Corp.
529900UWWAOQ8470E792;Formosa Petrochemical Corp.
254900KM6G17UTG1QN82;Formosa Plastics Corp.
254900L66RP14M9UOM28;Nan Ya Plastics Corp.
9695003E4MMA10IBTR26;Gecina
5493004JF0SDFLM8GD76;DuPont de Nemours, Inc.
E4BJRFT3MF4GJDY1SC50;Mead Johnson Nutrition Company
5493001JEXEC8BUSPJ76;SMBC Aviation Capital Ltd.
353800OO5E7W1FV1SB75;JERA Co., Inc.
5493008F8CJ4MIYYVW73;Enbridge Gas Inc.
0T6SBMK3JTBI1JR36794;Montana-Dakota Utilities Co.
5493002MYX22OHYJBD89;Camden Property Trust
5299008ZUAXN43LVZF54;Sandvik AB (publ)
549300S5TW3VP5V06B73;Atlantic City Electric Co.
NJ98T8DDD027ZFXUDB24;Delmarva Power & Light Co.
0IYTXJPU5BH89F2Z1F31;Pepco Holdings LLC
549300BXF2DWUNN57U06;Potomac Electric Power Co.
2138003TS48MQKF4BZ29;Sky Ltd.
549300HGV012CNC8JD22;AB Volvo
549300VGEJKB7SVUZR78;Kering S.A.
549300QOGMPTKB6W7G56;PTT Public Co. Ltd.
2549001O8YYGP5N7Q076;PTT Exploration and Production Public Co. Ltd.
300300SYNAYWHW71JC69;Guangdong Energy Group Co., Ltd.
549300WZN9I2QKLS0O94;Corteva, Inc.
549300GKB6OMFAOJ8R07;Snowy Hydro Ltd.
254900ZNKLQDBJH2PX17;CK Hutchison Group Telecom Holdings Ltd.
549300A0I5ONUIFMLP35;Entergy Arkansas, LLC
0V5453U14HDZO63CGH17;Entergy Louisiana, LLC
54930043I78H35DVVW89;Entergy Mississippi, LLC
96950065LBWY0APQIM86;Dassault Systemes SE
9N0FWODEJVKHC2DYLO03;DTE Electric Co.
237YTH76KTQNIWTYJQ19;DTE Gas Co.
254900G6SDK8Q9NVJD26;Port of Tauranga Ltd.
529900L49TRJOMG4DK47;PT Astra International Tbk
300300DOD33ZALKAOC86;China Huaneng Group Co.Ltd.
300300O17KFEDBZD7C34;China Tourism Group Corporation Limited
7NKTFWJ1G6MELP9TU740;Consumers Energy Co.
D8YOXB8L2ZDC8P7Q0771;Commonwealth Edison Co.
549300RUHPVD434XUK18;Public Service Electric & Gas Co.
549300S4KLFTLO7GSQ80;NVIDIA Corp.
V016JWFUGDNVD05M7E74;Texas-New Mexico Power Co.
549300C1F8OLYSOQYB65;HCL Technologies Limited
549300N6GNCW2Y4RH795;Liberty Property L.P.
529900WU0SMVKMPG4V21;Huaneng Power International Inc.
549300I4GMO6D34U1T02;Lam Research Corp.
54930007FVPKN1NNHV37;Reckitt Benckiser Treasury Services (Nederland) B.V.
213800LAXWIUOOBZ3908;Reckitt Benckiser Treasury Services PLC
549300TPQQDBP9GNOF40;Activision Blizzard, Inc.
54930031292WUTXF0L29;CapitaLand Integrated Commercial Trust
3003002Q2A863JPQFH06;Inner Mongolia Yili Industrial Group Co., Ltd.
529900X41C0BSLK67H70;DSV A/S
529900RTQQ0IIS4B3E03;DSV Finance B.V.
549300CBM0L7W7N2EB94;HCL America Inc.
988400ULUQYDB2HQYJ61;NAVER Corporation
549300SNN0C8LGK00O69;Compagnie Financiere Michelin Suisse S.A.
72450072M9HBDGD2GH67;Vesteda Finance B.V.
5493002NZKU06F6MNK66;Kraftringen Energi AB (publ)
529900K9ZGGNF9D1JW18;Siemens Financial Services GmbH
H4JZVBMGV45MWUCMUB11;Northwest Natural Gas Co.
549300QIEIVG0JUPV270;Midcontinent Independent System Operator, Inc
529900L26LIS2V8PWM23;American States Water Co.
549300HGBYL24QM6KT27;Golden State Water Co.
353800Z0ENYBQO0XRJ31;Japan Tobacco Inc.
5493008UGT62ZY4Z7K26;MEC Finance USA Inc.
353800KOFMRGOXSJ5Z65;Mitsubishi Estate Co. Ltd.
549300TK7G7NZTVM1Z30;Unilever N.V.
549300MKFYEKVRWML317;Unilever PLC
549300H6H8BAYLUOGZ71;Unilever U.S. Inc.
HLYYNH7UQUORYSJQCN42;Bristol-Myers Squibb Co.
529900OOSIEYMIICKA68;Schlumberger Technology Corp.
549300KB6NK5SBD14S87;Taiwan Semiconductor Manufacturing Co. Ltd.
UDRKF4NTOOY4GOLNZS16;Koch Resources LLC
529900BPSFZS6O3A9R04;L E Lundbergforetagen AB
UWJKFUJFZ02DKWI3RY53;Coca-Cola Co. (The)
9884009ZN0XE8VIPAC02;Korea Land and Housing Corp.
988400ZTQ08W926ONT36;Korea National Oil Corp.
988400EZO9DR1OFL5772;Korea Expressway Corporation
29DX7H14B9S6O3FD6V18;Costco Wholesale Corp.
529900LUMD393RD3S874;Sun Hung Kai Properties Ltd.
KNX4USFCNGPY45LOCE31;Intel Corp.
8E6NF1YAL0WT6CWXXV93;Cisco Systems Inc.
787RXPR0UX0O0XUXPZ81;NIKE Inc.
549300Y2PZWSSLJYI255;GlaxoSmithKline LLC
76NA4I14SZCFAYMNSV04;Illinois Tool Works Inc.
WDJNR2L6D8RWOEB8T652;Texas Instruments Inc.
NONUZEX43GHIPSVDD938;Monsanto Co.
W38RGI023J3WT1HWRP32;Siemens AG
6T6CAG8O6TSUTMO6BA21;Allergan Inc.
5967007LIEEXZXHAI017;Statnett SF
52990053R8NL2MB32172;Nippon Building Fund Inc.
PH3S12DWZBHHQKVYZ297;PACCAR Financial Corp.
KDTEY8BWE486IKZ3CC07;PACCAR Inc
3538003YAIR3CBGJJ928;Japan Real Estate Investment Corp.
2138009UNXTD8EYS5M35;China Petrochemical Corporation
724500MQFZSYSBC5H178;N.V. Nederlandse Gasunie
300300VH1IFCIY3IDV91;Beijing Infrastructure Investment Co. Ltd.
7437006ZZI1F7CUA5518;Fingrid Oyj
300300DAQ7G1LS22G609;Shanghai International Port (Group) Co. Ltd.
5493001NTNQJDH60PM02;Alibaba Group Holding Limited
353800UT0TLROREPIC92;Ajinomoto Co. Inc.
Q47A62EK6GMSID3Y8C39;Paccar Financial Europe B.V.
549300O3MTRIZNIDJN38;Dresser-Rand Group Inc.
OW6OFBNCKXC4US5C7523;Equinor ASA
213800AOOCT6JKFY6Z68;NATS (En Route) PLC
5493004632KI8NGDEX09;Norske tog AS
549300TWZSP6O1IH2V34;Grainger (W.W.) Inc.
2549006RMTDJWLLWF072;Nakilat Inc.
549300X6H2UFR5PS2F28;PACCAR Financial Pty Ltd
529900U2JJ7GK68NI589;China Mobile Ltd.
3003004HNTGCYVG6A618;China National Petroleum Corp.
529900N9JOX4C108MA40;China Shenhua Energy Company Limited
300300W2U9PCTY011N49;China Southern Power Grid Co. Ltd.
30030099HATQH2XC0B72;CRRC Corporation Limited
300300SRCLQKVTFFOM15;State Grid Corporation of China
549300YIPGJ6UX2QPS51;Compagnie Financiere Richemont S.A.
743700XQ240JMMYBNW69;VR-Yhtyma Oy
3003008QYM55S77J3868;Beijing State-owned Capital Operation and Management Company Limited
FRDRIPF3EKNDJ2CQJL29;Eli Lilly & Co.
4SIHMF0MOSTTL8CD0X64;Celgene Corp.
254900WIKYXUR1V97O33;Australian Postal Corp.
LUZQVYP4VS22CLWDAR65;3M Co.
HJZQGXYTVV2NWJZLPW74;Toyota Credit Canada Inc.
3UKPTDP5PGQRH8AUK042;Toyota Finance Australia Ltd.
NV4VOPP7EGAR4BW0SB02;Toyota Finance Corp.
353800WDOBRSAV97BA75;Toyota Financial Services Corp.
5493006W3QUS5LMH6R84;Toyota Motor Corp.
Z2VZBHUMB7PWWJ63I008;Toyota Motor Credit Corp.
724500OPA8GZSQUNSR96;Toyota Motor Finance (Netherlands) B.V.
549300JYU5IHK64UEU72;Toyota Motor Sales USA Inc.
549300RYPA10CQM3QK38;Denso Corp.
54930085LCL2BOXUSV19;Toyota Industries Commercial Finance Inc.
35380000WKGEAHEMW830;Toyota Industries Corp.
353800YAR3OVUITHTG64;Central Japan Railway Co.
